Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
1604,11650,2012/09/24,Not Specified,30,243.49,0.08,Regular Air,-45.89,8.32,2.38,Valerie Mitchum,Western Cape,Southern,Home Office,Technology,Computer Peripherals,"Imation 3.5 IBM Formatted Diskettes, 10/Box",Small Pack,0.74,2012/09/25
1628,11779,2014/06/29,Not Specified,45,311.1,0.04,Regular Air,86.60,6.88,2,Alex Grayson,Western Cape,Southern,Consumer,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Wrap Bag,0.39,2014/07/01
1629,11779,2014/06/29,Not Specified,43,452.93,0.09,Regular Air,-172.34,10.97,6.5,Alex Grayson,Western Cape,Southern,Consumer,Technology,Computer Peripherals,Micro Innovations 104 Keyboard,Small Box,0.64,2014/06/30
1748,12515,2014/05/13,Medium,16,1702.499,0.08,Regular Air,133.45,125.99,5.99,Michael Stewart,Western Cape,Southern,Small Business,Technology,Telephones and Communication,i600,Small Box,0.56,2014/05/16
1754,12580,2014/01/13,Low,43,140.72,0.04,Regular Air,-115.53,3.28,3.97,Dave Poirier,Western Cape,Southern,Small Business,Office Supplies,Pens & Art Supplies,Newell 342,Wrap Bag,0.56,2014/01/15
1795,12868,2014/02/01,Critical,31,53.33,0.09,Regular Air,-2.44,1.76,0.7,Muhammed Lee,Western Cape,Southern,Consumer,Office Supplies,Pens & Art Supplies,Newell 310,Wrap Bag,0.56,2014/02/02
1809,12931,2012/04/24,Medium,11,653.92,0.02,Regular Air,52.89,59.76,9.71,Doug Jacobs,Western Cape,Southern,Home Office,Office Supplies,Storage & Organization,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Small Box,0.57,2012/04/25
1815,13027,2012/01/15,Critical,42,290.68,0.03,Regular Air,-93.50,6.78,6.18,Fred McMath,Western Cape,Southern,Small Business,Office Supplies,Paper,Strathmore Photo Mount Cards,Small Box,0.39,2012/01/17
1873,13476,2014/10/16,Not Specified,47,231.29,0.09,Express Air,-147.86,4.91,5.68,Noel Staavos,Western Cape,Southern,Home Office,Office Supplies,Binders and Binder Accessories,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Small Box,0.36,2014/10/18
1891,13572,2012/05/17,Critical,7,40.11,0.07,Regular Air,-43.71,5.02,5.14,Pierre Wener,Western Cape,Southern,Home Office,Technology,Computer Peripherals,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Small Pack,0.79,2012/05/18
1916,13731,2014/05/09,Not Specified,10,44.08,0.08,Regular Air,6.79,4.48,1.22,Tom Prescott,Western Cape,Southern,Small Business,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,Wrap Bag,0.36,2014/05/12
1971,14112,2013/07/24,Low,1,68.45,0.02,Express Air,-25.76,50.98,13.66,Paul Lucas,Western Cape,Southern,Corporate,Office Supplies,Appliances,Eureka The Boss® Cordless Rechargeable Stick Vac,Small Box,0.58,2013/07/24
1974,14114,2013/04/06,Critical,38,6532.48,0.01,Delivery Truck,538.52,170.98,35.89,Dave Poirier,Western Cape,Southern,Small Business,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Jumbo Box,0.66,2013/04/08
1975,14114,2013/04/06,Critical,41,241.9,0.05,Regular Air,-136.70,5.77,5.92,Dave Poirier,Western Cape,Southern,Small Business,Furniture,Office Furnishings,DAX Cubicle Frames - 8x10,Medium Box,0.55,2013/04/06
2099,15009,2011/12/21,Not Specified,46,1200.13,0.09,Express Air,-7.80,28.15,8.99,Erica Hernandez,Western Cape,Southern,Small Business,Office Supplies,Pens & Art Supplies,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Small Pack,0.57,2011/12/23
2152,15399,2012/05/13,Critical,7,2202.45,0.01,Delivery Truck,-51.28,284.98,69.55,Benjamin Venier,Western Cape,Southern,Small Business,Furniture,Chairs & Chairmats,Global Commerce™ Series High-Back Swivel/Tilt Chairs,Jumbo Drum,0.6,2012/05/15
2218,16036,2012/01/05,Medium,28,169.22,0.05,Regular Air,-165.11,5.81,8.49,Harold Dahlen,Western Cape,Southern,Corporate,Office Supplies,Binders and Binder Accessories,Fellowes Black Plastic Comb Bindings,Small Box,0.39,2012/01/07
2219,16036,2012/01/05,Medium,10,1319.421,0.07,Regular Air,-268.87,155.99,8.08,Harold Dahlen,Western Cape,Southern,Corporate,Technology,Telephones and Communication,I888 World Phone,Small Box,0.6,2012/01/06
2220,16036,2012/01/05,Medium,33,550.93,0.1,Regular Air,-141.60,17.7,9.47,Harold Dahlen,Western Cape,Southern,Corporate,Office Supplies,Storage & Organization,Portfile® Personal File Boxes,Small Box,0.59,2012/01/06
2374,17216,2012/05/27,Medium,7,2236.16,0.05,Delivery Truck,-99.16,320.98,58.95,Eric Barreto,Western Cape,Southern,Small Business,Furniture,Chairs & Chairmats,Hon 4070 Series Pagoda™ Round Back Stacking Chairs,Jumbo Drum,0.57,2012/05/28
2436,17698,2012/05/13,High,43,1883.82,0.08,Regular Air,528.77,44.01,3.5,Michael Kennedy,Western Cape,Southern,Corporate,Office Supplies,Appliances,Acco Smartsocket® Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Small Box,0.59,2012/05/15
2467,17953,2012/08/20,High,21,1490.56,0.01,Delivery Truck,-499.51,68.81,60,Troy Staebel,Western Cape,Southern,Small Business,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Jumbo Drum,0.41,2012/08/22
2468,17953,2012/08/20,High,17,105.44,0,Regular Air,18.76,5.84,1.2,Troy Staebel,Western Cape,Southern,Small Business,Office Supplies,Pens & Art Supplies,Newell 312,Wrap Bag,0.55,2012/08/22
2472,17959,2012/09/09,Medium,28,1201.68,0.01,Regular Air,146.80,40.99,19.99,Doug Jacobs,Western Cape,Southern,Home Office,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Small Box,0.36,2012/09/12
2473,17959,2012/09/09,Medium,21,2784.57,0.05,Regular Air,847.06,136.98,24.49,Doug Jacobs,Western Cape,Southern,Home Office,Furniture,Office Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Large Box,0.59,2012/09/12
2478,18017,2014/03/25,Critical,22,5202.896,0.02,Delivery Truck,-715.78,296.18,54.12,Benjamin Venier,Western Cape,Southern,Small Business,Furniture,Tables,Hon 94000 Series Round Tables,Jumbo Box,0.76,2014/03/27
2532,18373,2012/04/12,Critical,35,6608.24,0.09,Regular Air,2164.64,207.48,0.99,Tracy Poddar,Western Cape,Southern,Corporate,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Small Box,0.55,2012/04/12
2708,19558,2014/01/25,Low,2,7.98,0.04,Regular Air,-3.93,3.29,1.35,Ellis Ballard,Western Cape,Southern,Corporate,Office Supplies,Rubber Bands,Acco® Hot Clips™ Clips to Go,Wrap Bag,0.4,2014/01/28
2849,20518,2013/10/05,Critical,49,8252.361,0.07,Regular Air,2418.56,200.99,4.2,Paul Knutson,Western Cape,Southern,Corporate,Technology,Telephones and Communication,2160i,Small Box,0.59,2013/10/06
2850,20518,2013/10/05,Critical,7,2205.84,0.01,Delivery Truck,-313.13,297.48,18.06,Paul Knutson,Western Cape,Southern,Corporate,Technology,Office Machines,Panasonic KX-P3200 Dot Matrix Printer,Jumbo Drum,0.6,2013/10/06
2877,20737,2011/12/25,Medium,15,3364.248,0.1,Delivery Truck,-693.23,286.85,61.76,Aaron Hawkins,Western Cape,Southern,Home Office,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,Jumbo Box,0.78,2011/12/27
2897,20903,2013/05/20,High,4,442.99,0.04,Delivery Truck,-152.76,100.98,35.84,Elizabeth Moffitt,Western Cape,Southern,Consumer,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",Jumbo Box,0.62,2013/05/21
2945,21344,2012/12/09,Low,29,587.2,0.08,Regular Air,134.25,20.89,1.99,Bobby Trafton,Western Cape,Southern,Corporate,Technology,Computer Peripherals,"IBM 80 Minute CD-R Spindle, 50/Pack",Small Pack,0.48,2012/12/13
2946,21344,2012/12/09,Low,39,110.79,0.05,Regular Air,42.68,2.89,0.5,Bobby Trafton,Western Cape,Southern,Corporate,Office Supplies,Labels,Avery 498,Small Box,0.38,2012/12/18
2998,21606,2014/06/22,Not Specified,29,516.62,0.06,Regular Air,138.33,17.48,1.99,Troy Staebel,Western Cape,Southern,Small Business,Technology,Computer Peripherals,"Memorex 'Cool' 80 Minute CD-R Spindle, 25/Pack",Small Pack,0.46,2014/06/23
3095,22183,2012/04/23,Medium,30,177.22,0.06,Regular Air,68.96,5.84,1,Speros Goranitis,Western Cape,Southern,Corporate,Office Supplies,Pens & Art Supplies,"Quartet Omega® Colored Chalk, 12/Pack",Wrap Bag,0.38,2012/04/24
3109,22338,2014/05/14,Medium,24,790.24,0.09,Regular Air,-213.18,35.77,9.02,Bill Tyler,Western Cape,Southern,Consumer,Technology,Computer Peripherals,"IBM Numeric Access II Keypad, 17-Key, Black",Small Box,0.75,2014/05/15
3247,23268,2012/01/16,High,14,50.85,0.09,Express Air,-6.81,3.6,2.2,Pierre Wener,Western Cape,Southern,Home Office,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Wrap Bag,0.39,2012/01/18
3287,23522,2014/03/11,Critical,20,1077.8085,0.06,Express Air,17.25,65.99,8.99,Alan Shonely,Western Cape,Southern,Small Business,Technology,Telephones and Communication,5180,Small Box,0.56,2014/03/13
3288,23522,2014/03/11,Critical,19,2899.98,0.1,Regular Air,666.01,159.99,5.5,Alan Shonely,Western Cape,Southern,Small Business,Technology,Computer Peripherals,Gyration RF Keyboard,Small Box,0.49,2014/03/12
3289,23522,2014/03/11,Critical,36,233.38,0.1,Regular Air,-180.17,6.48,8.73,Alan Shonely,Western Cape,Southern,Small Business,Office Supplies,Paper,Xerox 227,Small Box,0.37,2014/03/13
3349,23968,2014/02/04,Critical,19,127.48,0.05,Regular Air,-41.99,6.48,5.84,Tracy Poddar,Western Cape,Southern,Corporate,Office Supplies,Paper,Xerox 226,Small Box,0.37,2014/02/07
3458,24644,2013/07/28,Critical,40,2550.12,0.01,Express Air,882.45,60.97,4.5,Tony Molinari,Western Cape,Southern,Corporate,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Small Box,0.56,2013/07/30
3570,25472,2013/05/21,High,40,194.02,0.03,Regular Air,80.35,4.98,0.8,Bill Shonely,Western Cape,Southern,Small Business,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,Wrap Bag,0.36,2013/05/22
3629,25927,2013/04/22,Medium,14,422.83,0.02,Regular Air,-21.06,29.74,6.64,Rick Duston,Western Cape,Southern,Corporate,Office Supplies,Storage & Organization,Acco Perma® 2700 Stacking Storage Drawers,Small Box,0.7,2013/04/22
3634,25955,2013/01/04,Not Specified,10,170.35,0.03,Regular Air,-39.92,16.06,8.34,Janet Martin,Western Cape,Southern,Corporate,Office Supplies,Storage & Organization,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Small Box,0.59,2013/01/06
3668,26276,2014/09/12,Low,19,20329.8,0,Regular Air,9224.10,999.99,13.99,Janet Martin,Western Cape,Southern,Corporate,Technology,Office Machines,"Polycom Soundstation EX Audio-Conferencing Telephone, Black",Medium Box,0.36,2014/09/16
3676,26306,2012/10/30,Low,15,2567.64,0,Regular Air,-505.98,209.37,69,Brendan Murry,Western Cape,Southern,Corporate,Furniture,Tables,Hon 2111 Invitation™ Series Corner Table,Large Box,0.79,2012/11/04
3739,26724,2013/02/06,Critical,2,1838.18,0.09,Regular Air,-2531.48,999.99,13.99,Bobby Elias,Western Cape,Southern,Small Business,Technology,Office Machines,"Polycom Soundstation EX Audio-Conferencing Telephone, Black",Medium Box,0.36,2013/02/08
3749,26784,2014/07/23,Critical,12,1466.95,0.02,Delivery Truck,-64.14,120.98,30,Christy Brittain,Western Cape,Southern,Consumer,Furniture,Chairs & Chairmats,Hon Every-Day® Chair Series Swivel Task Chairs,Jumbo Drum,0.64,2014/07/24
3750,26784,2014/07/23,Critical,33,440.23,0.09,Regular Air,-37.94,13.99,7.51,Christy Brittain,Western Cape,Southern,Consumer,Technology,Office Machines,Sharp EL500L Fraction Calculator,Medium Box,0.39,2014/07/24
3765,26912,2012/04/27,Low,18,3136.2025,0.07,Regular Air,439.78,205.99,5.26,Noel Staavos,Western Cape,Southern,Home Office,Technology,Telephones and Communication,i470,Small Box,0.56,2012/05/01
3776,26949,2013/08/15,Critical,48,460.69,0.06,Regular Air,-103.48,9.48,7.29,Aaron Hawkins,Western Cape,Southern,Home Office,Furniture,Office Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Small Pack,0.45,2013/08/17
3845,27430,2014/06/31,High,12,82.64,0.1,Regular Air,0.35,7.08,2.35,Anthony Garverick,Western Cape,Southern,Small Business,Office Supplies,Pens & Art Supplies,SANFORD Major Accent™ Highlighters,Wrap Bag,0.47,2014/01/01
3949,28161,2013/06/15,Not Specified,10,784.08,0.02,Delivery Truck,-222.77,70.98,46.74,Chuck Sachs,Western Cape,Southern,Consumer,Furniture,Bookcases,"Hon Metal Bookcases, Putty",Jumbo Box,0.56,2013/06/16
3951,28161,2013/06/15,Not Specified,41,1085.61,0.04,Regular Air,-33.32,27.48,4,Chuck Sachs,Western Cape,Southern,Consumer,Technology,Computer Peripherals,Belkin MediaBoard 104- Keyboard,Small Box,0.75,2013/06/17
4070,28992,2011/09/19,Critical,41,6863.95,0.1,Express Air,1662.92,178.47,19.99,Craig Yedwab,Western Cape,Southern,Consumer,Office Supplies,Storage & Organization,"Hot File® 7-Pocket, Floor Stand",Small Box,0.55,2011/09/20
4130,29349,2014/06/10,High,33,162.39,0.1,Regular Air,-101.68,5.28,5.57,Bobby Trafton,Western Cape,Southern,Small Business,Office Supplies,Paper,Xerox 1981,Small Box,0.4,2014/06/12
4131,29350,2013/08/25,High,47,2519.55,0.05,Regular Air,592.53,52.4,16.11,Eric Barreto,Western Cape,Southern,Consumer,Office Supplies,Binders and Binder Accessories,Ibico Laser Imprintable Binding System Covers,Small Box,0.39,2013/08/27
4133,29350,2013/08/25,High,46,1634.17,0.05,Express Air,232.80,36.55,13.89,Eric Barreto,Western Cape,Southern,Consumer,Office Supplies,Pens & Art Supplies,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Wrap Bag,0.41,2013/08/26
4152,29473,2012/02/15,Medium,40,13367.82,0,Delivery Truck,-774.89,320.64,29.2,Katrina Willman,Western Cape,Southern,Consumer,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Jumbo Box,0.66,2012/02/16
4225,30023,2014/10/15,Low,34,16193.16,0.02,Delivery Truck,6463.34,449.99,49,Giulietta Dortch,Western Cape,Southern,Consumer,Technology,Copiers and Fax,Canon PC940 Copier,Jumbo Drum,0.38,2014/10/19
4241,30150,2014/10/04,Critical,30,443.46,0.06,Regular Air,193.12,15.57,1.39,Aaron Hawkins,Western Cape,Southern,Home Office,Office Supplies,Envelopes,Park Ridge™ Embossed Executive Business Envelopes,Small Box,0.38,2014/10/05
4242,30151,2014/06/29,Not Specified,31,792.76,0.02,Regular Air,33.37,24.92,12.98,Karl Brown,Western Cape,Southern,Home Office,Office Supplies,Binders and Binder Accessories,GBC Standard Therm-A-Bind Covers,Small Box,0.39,2014/06/31
4251,30276,2011/08/26,Low,44,1453.704,0,Regular Air,549.84,35.99,1.1,Carlos Meador,Western Cape,Southern,Corporate,Technology,Telephones and Communication,Accessory35,Small Box,0.55,2011/08/30
4252,30276,2011/08/26,Low,34,7656.304,0.1,Delivery Truck,-715.78,296.18,54.12,Carlos Meador,Western Cape,Southern,Corporate,Furniture,Tables,Hon 94000 Series Round Tables,Jumbo Box,0.76,2011/08/30
4254,30279,2011/12/07,Critical,25,1412.98,0.1,Regular Air,324.96,60.97,4.5,Ellis Ballard,Western Cape,Southern,Corporate,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Small Box,0.56,2011/12/07
4255,30279,2011/12/07,Critical,39,19539.94,0.06,Delivery Truck,4914.24,517.48,16.63,Ellis Ballard,Western Cape,Southern,Corporate,Technology,Office Machines,Panasonic KX-P3626 Dot Matrix Printer,Jumbo Box,0.59,2011/12/08
4587,32640,2012/09/15,High,18,126.69,0.04,Regular Air,-35.56,6.81,5.48,Peter McVee,Western Cape,Southern,Small Business,Office Supplies,Binders and Binder Accessories,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Small Box,0.37,2012/09/17
4588,32640,2012/09/15,High,12,162.11,0.04,Express Air,3.91,12.28,6.47,Peter McVee,Western Cape,Southern,Small Business,Office Supplies,Paper,Xerox 1881,Small Box,0.38,2012/09/17
4621,32902,2012/03/03,High,34,145.48,0.03,Express Air,32.43,4.26,1.2,Corey Lock,Western Cape,Southern,Home Office,Office Supplies,Pens & Art Supplies,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",Wrap Bag,0.44,2012/03/04
4631,32965,2014/01/24,High,25,2427.25,0.1,Regular Air,227.67,99.99,19.99,Michael Paige,Western Cape,Southern,Small Business,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Small Box,0.52,2014/01/25
4639,33025,2013/01/24,Low,5,318.31,0.08,Regular Air,-19.06,67.84,0.99,Debra Catini,Western Cape,Southern,Small Business,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,Small Box,0.58,2013/01/29
4655,33154,2014/08/03,Critical,7,368.0245,0.09,Regular Air,-218.81,65.99,4.2,Harold Dahlen,Western Cape,Southern,Corporate,Technology,Telephones and Communication,5170,Small Box,0.59,2014/08/06
4673,33253,2011/11/30,Not Specified,6,24.2,0.08,Regular Air,-5.20,4.13,1.17,Katherine Murray,Western Cape,Southern,Home Office,Office Supplies,Pens & Art Supplies,Newell 31,Wrap Bag,0.57,2011/12/02
4733,33699,2013/07/26,Low,13,1619.51,0.05,Delivery Truck,-722.23,122.99,70.2,Troy Staebel,Western Cape,Southern,Small Business,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,0.74,2013/07/30
4747,33761,2012/08/04,High,45,463.93,0.06,Regular Air,29.96,10.48,2.89,Pierre Wener,Western Cape,Southern,Home Office,Office Supplies,Pens & Art Supplies,Staples Battery-Operated Desktop Pencil Sharpener,Small Pack,0.6,2012/08/05
4757,33797,2013/01/11,Not Specified,29,138.17,0.05,Express Air,-103.78,4.14,6.6,Bradley Drucker,Western Cape,Southern,Small Business,Furniture,Office Furnishings,Eldon Image Series Black Desk Accessories,Small Box,0.49,2013/01/13
4758,33797,2013/01/11,Not Specified,18,216.87,0.03,Regular Air,30.53,11.34,5.01,Bradley Drucker,Western Cape,Southern,Small Business,Office Supplies,Paper,Xerox 188,Small Box,0.36,2013/01/11
4826,34309,2012/09/06,High,16,75.77,0,Regular Air,-56.62,4.37,5.15,Fred McMath,Western Cape,Southern,Small Business,Office Supplies,Appliances,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",Small Box,0.59,2012/09/08
4859,34595,2012/07/19,Medium,12,488.65,0.07,Regular Air,19.83,40.99,17.48,Dave Poirier,Western Cape,Southern,Small Business,Office Supplies,Paper,Xerox 1893,Small Box,0.36,2012/07/20
4872,34662,2012/01/10,Critical,35,12741.81,0.09,Delivery Truck,95.06,370.98,99,Darrin Sayre,Western Cape,Southern,Consumer,Office Supplies,Storage & Organization,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Jumbo Drum,0.65,2012/01/12
4874,34689,2013/11/23,Low,36,572.4,0.07,Regular Air,-39.50,16.91,6.25,Brad Thomas,Western Cape,Southern,Home Office,Office Supplies,Storage & Organization,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Small Box,0.58,2013/11/30
4878,34694,2014/03/28,Low,11,55.49,0.04,Regular Air,-37.32,4.48,7.24,Elizabeth Moffitt,Western Cape,Southern,Consumer,Furniture,Office Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",Small Box,0.54,2014/03/28
4883,34725,2011/07/27,Low,14,1885.41,0.08,Regular Air,-524.74,138.14,35,Fred McMath,Western Cape,Southern,Small Business,Office Supplies,Storage & Organization,"SAFCO Commercial Wire Shelving, Black",Large Box,,2011/07/29
4960,35296,2014/02/21,Low,7,407.8725,0.02,Regular Air,-165.63,65.99,3.99,Evan Henry,Western Cape,Southern,Corporate,Technology,Telephones and Communication,StarTAC 7760,Small Box,0.59,2014/02/23
4990,35494,2014/01/14,Medium,18,1731.104,0.01,Regular Air,-270.57,111.96,69,Joni Wasserman,Western Cape,Southern,Consumer,Furniture,Tables,Hon 4060 Series Tables,Large Box,0.63,2014/01/15
5030,35845,2014/06/06,High,15,5713.48,0.05,Delivery Truck,-712.53,376.13,85.63,Deanra Eno,Western Cape,Southern,Corporate,Furniture,Tables,Bretford Rectangular Conference Table Tops,Jumbo Box,0.74,2014/06/08
5036,35905,2012/02/19,Low,20,37.4,0.09,Express Air,-17.18,1.68,1.57,Deanra Eno,Western Cape,Southern,Corporate,Office Supplies,Pens & Art Supplies,Newell 323,Wrap Bag,0.59,2012/02/24
5240,37287,2012/11/01,Low,22,2052.2655,0.04,Regular Air,371.40,110.99,2.5,Brad Thomas,Western Cape,Southern,Corporate,Technology,Telephones and Communication,T18,Small Box,0.57,2012/11/05
5263,37443,2014/04/15,Not Specified,21,2172.702,0.01,Regular Air,481.74,115.99,2.5,Mark Packer,Western Cape,Southern,Small Business,Technology,Telephones and Communication,6160,Small Box,0.57,2014/04/17
5299,37731,2013/11/04,Critical,25,88.37,0.09,Regular Air,33.68,3.75,0.5,Pierre Wener,Western Cape,Southern,Home Office,Office Supplies,Labels,Avery 496,Small Box,0.37,2013/11/06
5310,37792,2011/12/29,High,14,36.74,0.09,Regular Air,-5.36,2.78,0.97,Eleni McCrary,Western Cape,Southern,Corporate,Office Supplies,Pens & Art Supplies,Newell 339,Wrap Bag,0.59,2011/12/30
5334,37893,2011/11/24,Not Specified,14,436.78,0.04,Regular Air,25.69,29.99,5.5,Bart Folk,Western Cape,Southern,Corporate,Technology,Computer Peripherals,Logitech Cordless Access Keyboard,Small Box,0.51,2011/11/25
5399,38372,2014/05/15,High,46,1053.84,0,Regular Air,-632.16,20.98,21.2,Dean Percer,Western Cape,Southern,Consumer,Furniture,Office Furnishings,36X48 HARDFLOOR CHAIRMAT,Medium Box,0.78,2014/05/15
5427,38564,2013/11/02,Critical,37,9517.6,0.09,Delivery Truck,-1262.44,280.98,57,Sylvia Foulston,Western Cape,Southern,Home Office,Furniture,Chairs & Chairmats,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Jumbo Drum,0.78,2013/11/05
5477,38912,2012/10/28,Low,46,6943.94,0.01,Regular Air,608.90,152.48,4,Ben Peterman,Western Cape,Southern,Corporate,Technology,Computer Peripherals,Adesso Programmable 142-Key Keyboard,Small Box,0.79,2012/10/30
5493,38976,2014/12/25,Critical,46,944.76,0.03,Regular Air,165.46,19.98,8.68,Paul Knutson,Western Cape,Southern,Corporate,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,Small Box,0.37,2014/12/27
5503,39040,2013/05/21,Critical,26,1204.5095,0.03,Regular Air,-221.25,55.99,5,Astrea Jones,Western Cape,Southern,Corporate,Technology,Telephones and Communication,Accessory36,Small Pack,0.83,2013/05/22
5530,39169,2011/08/26,Medium,5,24.91,0,Regular Air,-0.90,4.84,0.71,Noel Staavos,Western Cape,Southern,Home Office,Office Supplies,Pens & Art Supplies,*Staples* Highlighting Markers,Wrap Bag,0.52,2011/08/27
5538,39238,2014/09/26,Critical,9,373.48,0.1,Express Air,112.06,40.98,2.99,Tracy Poddar,Western Cape,Southern,Corporate,Office Supplies,Binders and Binder Accessories,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Small Box,0.36,2014/09/27
5567,39426,2013/05/26,Critical,21,56.21,0.05,Regular Air,12.71,2.62,0.8,Sara Luxemburg,Western Cape,Southern,Small Business,Office Supplies,Rubber Bands,Staples Metal Binder Clips,Wrap Bag,0.39,2013/05/27
5613,39780,2013/06/07,Low,33,1683.69,0.02,Regular Air,809.97,48.04,5.79,Chuck Sachs,Western Cape,Southern,Consumer,Office Supplies,Paper,Xerox 1937,Small Box,0.37,2013/06/14
5653,40005,2014/07/25,High,9,130.43,0.03,Regular Air,-8.70,13.48,4.51,Mark Packer,Western Cape,Southern,Small Business,Office Supplies,Storage & Organization,"Tenex Personal Project File with Scoop Front Design, Black",Small Box,0.59,2014/07/25
5829,41350,2014/05/08,Medium,1,423.3,0.01,Regular Air,-259.01,419.19,19.99,Erica Hernandez,Western Cape,Southern,Small Business,Office Supplies,Storage & Organization,Smead Adjustable Mobile File Trolley with Lockable Top,Small Box,0.58,2014/05/09
5834,41383,2014/05/12,Low,38,2702.3,0.03,Delivery Truck,-1330.78,70.98,59.81,Fred McMath,Western Cape,Southern,Small Business,Furniture,Chairs & Chairmats,"Situations Contoured Folding Chairs, 4/Set",Jumbo Drum,0.6,2014/05/16
5900,41826,2014/10/16,Medium,2,570.98,0.05,Delivery Truck,-340.48,258.98,54.31,Chuck Sachs,Western Cape,Southern,Consumer,Furniture,Chairs & Chairmats,Global Enterprise™ Series Seating Low-Back Swivel/Tilt Chairs,Jumbo Drum,0.55,2014/10/18
5996,42471,2012/03/09,Low,23,44.89,0.09,Regular Air,-17.13,1.95,1.63,Darrin Sayre,Western Cape,Southern,Consumer,Office Supplies,Pens & Art Supplies,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Wrap Bag,0.46,2012/03/11
6003,42528,2014/02/23,Medium,29,200.7,0.02,Regular Air,-147.72,6.48,9.17,Alex Grayson,Western Cape,Southern,Consumer,Office Supplies,Paper,Xerox 1996,Small Box,0.37,2014/02/24
6004,42529,2014/10/10,Low,2,6.34,0.08,Regular Air,-4.44,2.78,0.97,Bobby Elias,Western Cape,Southern,Small Business,Office Supplies,Pens & Art Supplies,Newell 339,Wrap Bag,0.59,2014/10/14
6006,42529,2014/10/10,Low,48,2996.93,0.04,Regular Air,1060.87,60.22,3.5,Bobby Elias,Western Cape,Southern,Small Business,Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Small Box,0.57,2014/10/14
6095,43200,2014/07/31,Not Specified,3,554.32,0.01,Regular Air,-62.13,172.99,19.99,Sara Luxemburg,Western Cape,Southern,Small Business,Office Supplies,Binders and Binder Accessories,Ibico EB-19 Dual Function Manual Binding System,Small Box,0.39,2014/08/01
6096,43200,2014/07/31,Not Specified,15,1073.567,0.04,Regular Air,-305.97,85.99,0.99,Sara Luxemburg,Western Cape,Southern,Small Business,Technology,Telephones and Communication,Accessory4,Wrap Bag,0.85,2014/08/01
6150,43553,2013/05/14,Not Specified,29,143.29,0.05,Regular Air,-55.54,4.98,4.72,Bart Folk,Western Cape,Southern,Corporate,Office Supplies,Paper,Xerox 1949,Small Box,0.36,2013/05/15
6217,44033,2012/01/10,Critical,45,5811.97,0.03,Delivery Truck,-434.15,124.49,51.94,Keith Herrera,Western Cape,Southern,Corporate,Furniture,Tables,Bevis 36 x 72 Conference Tables,Jumbo Box,0.63,2012/01/12
